,"ETH / Addresses, active, count","ETH / NVT, adjusted, 90d MA","ETH / NVT, adjusted, free float,  90d MA","ETH / NVT, adjusted","ETH / NVT, adjusted, free float","ETH / Flow, in, to exchanges, USD","ETH / Flow, out, from exchanges, USD","ETH / Fees, transaction, mean, USD","ETH / Fees, transaction, median, USD","ETH / Fees, total, USD","ETH / Miner revenue, USD","ETH / Capitalization, market, free float, USD","ETH / Capitalization, realized, USD","ETH / Capitalization, market, current supply, USD","ETH / Capitalization, market, estimated supply, USD","ETH / Volatility, daily returns, 30d","ETH / Volatility, daily returns, 180d","ETH / Difficulty, last","ETH / Difficulty, mean","ETH / Hash rate, mean","ETH / Revenue, per hash unit, USD","ETH / Block, size, mean, bytes","ETH / Issuance, continuous, percent, daily",ETH / Network distribution factor,"ETH / Transactions, count","ETH / Transactions, transfers, count","ETH / Transactions, transfers, value, mean, USD"
2020-06-29,545051.0,60.11502573587306,58.90225187029322,33.13512995,32.46663374,59416233.12458508,54077150.83220234,0.5820918809220789,0.2681519214620685,614799.0416189454,3702493.740592864,24923867238.177265,25528458460.834213,25437055978.84172,25433948895.17865,0.0302268989306223,0.0645787002049505,2373110662531918.0,2397434952741271.0,177.38632038340322,0.241579715503,34826.50508369,0.012139,0.630269169056,1056189.0,667661.0,1441.4598179568695
2020-06-30,512942.0,58.9456532188344,57.7566163582993,44.74492674,43.8423156,34610531.57287897,45610533.57935724,0.7325374834577928,0.375447818213571,814082.0910413383,3909672.16601106,24675824083.42514,25509687754.874924,25183841813.709934,25180700310.10752,0.0288362311751463,0.0645515583679647,2456727996510660.0,2358194560152857.0,176.8980437100665,0.255801784495,34511.42244173,0.012292,0.630426874948,1111318.0,649908.0,1142.0693061596585
2020-07-01,504674.0,59.81792364490293,58.61143786347811,38.63660035,37.85730336,57924273.48802195,58341937.32375966,0.7131852473696126,0.3389871012807556,744877.7733921481,3879909.86558356,25271814861.20603,25590021448.223,25792038110.110703,25788891585.62143,0.0256790382642022,0.0644566099696167,2439529662245045.0,2337924652434043.0,173.44626538694467,0.258906492364,35255.20596037,0.012155,0.629816609675,1044438.0,654552.0,1561.6103233538504
2020-07-02,542715.0,58.09684502092357,56.92521418240137,36.74730068,36.0062008,76471721.1093496,53012552.99690245,0.6338186363997131,0.290404634267406,658612.9876377125,3733903.921140868,24788970324.674152,25533263812.43878,25299190857.40116,25296094249.33291,0.0243701022607241,0.0644782833987783,2388752306292519.0,2358316359484620.5,175.81327891201693,0.245808967538,36414.15150574,0.012156,0.630866522408,1039119.0,639141.0,1619.4033968967162
2020-07-03,506616.0,57.10187093814057,55.95044516668066,44.50410383,43.6066788,51891760.184691496,56515111.22705073,0.6657437331884808,0.3033432166790177,680455.3382047279,3756614.081364663,24616802572.10231,25522996236.99021,25123416136.05985,25120321315.106712,0.0237354499633155,0.0644818838417591,2433286198765255.0,2382837221643077.0,178.56798440696005,0.243488942264,35934.91953668,0.012244,0.631177916403,1022098.0,626224.0,1252.9093668769974
2020-07-04,530885.0,57.79191224644226,56.62671135544687,78.8900825,77.29945727,39204516.38873821,32598626.0235942,0.5439027454005246,0.2399342449800935,514688.0972372276,3612478.914463594,25031904981.841465,25569322274.47718,25546997596.95716,25543899870.39872,0.0239946696872356,0.0643241468040457,2388430515588371.0,2408139345124547.5,179.13646387417194,0.233403616677,32081.01026918,0.012126,0.631429283002,946287.0,597218.0,742.0290531990752
2020-07-05,564010.0,57.64956567140588,56.487376659891325,73.2904551,71.81291282,32415855.22059869,32400714.736195706,0.5443107712542176,0.2303355286482291,479034.3020116547,3578169.220461976,24903864875.37636,25557147741.777496,25416258980.710518,25413143560.3585,0.0239016689142039,0.0643242150403487,2380203003532153.0,2377379511992142.5,178.72115839072123,0.231724077776,29735.526332,0.012194,0.63142039694,880075.0,584331.0,914.6525922929096
2020-07-06,521875.0,60.79924374131945,59.57369582356065,42.9644342,42.09837297,98425906.49179178,83834406.23881045,0.6439044771464202,0.2980652193578348,656790.2935437174,3942418.138340919,26385168696.671093,25680813508.11909,26927972853.36435,26924663763.20129,0.0262207899442038,0.0644383455527216,2380027744275397.0,2389478678201546.0,178.71677224297574,0.255319290917,34648.54855196,0.012202,0.631342138378,1020012.0,630945.0,1330.3564354276675
2020-07-07,548179.0,59.83652056924221,58.63105917420309,45.45405746,44.53833072,63701266.714442566,66198861.8950968,0.6211321167445866,0.3011569212624197,661198.8650677332,3933785.681125376,26151756413.452297,25748340458.77752,26689447482.56308,26686150449.03995,0.0262015427449939,0.0644119649065648,2400778435488164.0,2349911136065232.0,176.634510847078,0.257763483741,35738.57378312,0.012262,0.631552693129,1064506.0,648163.0,1215.535096370139
2020-07-08,515130.0,60.85195772605786,59.62618437371805,31.21105751,30.58235025,144494510.66899312,100352817.98331204,0.8133420137624633,0.3991469351221506,888340.2808515023,4268438.46845904,27011934378.897987,25896069163.573067,27567241571.1469,27563834142.56887,0.026860217042991,0.0643728673240274,2446797937878282.0,2428374563081665.0,182.84979376145927,0.270184734685,36696.1223486,0.012261,0.631827358487,1092210.0,649251.0,1578.8798496008917
2020-07-09,511545.0,59.27774416816533,58.08435727545618,41.42106724,40.58716481,69416562.45092927,82063314.32903105,0.7363993842578701,0.3484993784323477,788199.9261453582,4078213.919995294,26447277537.93536,25893658563.388863,26990662346.436623,26987331364.791912,0.0271179586060356,0.0643943671775753,2413571610138331.0,2403289733407630.0,178.87159721781512,0.263885103807,36305.52115086,0.012189,0.631077085672,1070343.0,658696.0,1294.4196283706492
2020-07-10,506070.0,58.42344446325032,57.24739855287381,41.5812239,40.74419829,53859603.68022666,56375263.88545864,0.5959505874931229,0.2947157616721245,616693.2436418448,3869578.6081756046,26382881229.556877,25897769886.801044,26924876120.168304,26921581001.064438,0.0269886657653679,0.0643856454082584,2318606618786655.0,2391923596958462.0,177.39802270143872,0.252464986726,33660.40290353,0.012081,0.631941300775,1034806.0,608169.0,1437.1912329532602
2020-07-11,569659.0,57.85107980315532,56.68669870947869,94.42401991,92.52350838,40605736.235180415,38263335.31015676,0.547328119116734,0.2512723445686878,537985.2281236362,3828427.123261972,26197176305.157143,25897125468.69153,26735288582.569897,26731974636.1215,0.0236529127222031,0.0643821530126527,2420309453312532.0,2396733448300366.5,181.24783370725655,0.244474641189,31408.22164396,0.012307,0.631860134833,982930.0,660440.0,577.4187820995536
2020-07-12,567829.0,58.18593767713451,57.01495737467254,61.42452721,60.18836145,48660108.72210227,45132343.46059937,0.5102181785639995,0.2402304342199651,509177.33347985486,3807969.9359354055,26419696269.938923,25920852232.33354,26962311536.63741,26958992964.07357,0.0232017030424191,0.063519764084109,2427062073443529.0,2423942793963625.0,182.1373925602798,0.241980658067,33339.07733785,0.012235,0.63174233857,997960.0,623979.0,1055.292360435374
2020-07-13,529772.0,57.13059430263079,55.98099210561427,41.49690196,40.66188092,86549395.35742076,90978815.5254621,0.7482550204437006,0.3658821602906377,861865.5732181994,4134130.2087158673,26205836675.08941,25897192248.056213,26743992425.65361,26740675922.918827,0.0232477133866284,0.0635239799153316,2463953434316413.0,2444765450655635.5,183.72034987853067,0.260443273155,38812.807639,0.012236,0.631692080659,1151834.0,699798.0,1180.3912699059815
2020-07-14,520157.0,56.65314261275825,55.51328500236728,33.63069446,32.95404314,70197276.14389011,79559524.06020144,0.6551897236208684,0.3284719864918182,719831.3969435572,3980006.1024315823,26352807281.156933,25965346774.54004,26893914229.04456,26890604805.98548,0.0227578912963995,0.0635170520668742,2376143856412367.0,2408928049386451.0,178.60539382453632,0.257914301794,35594.76522011,0.012122,0.632180982051,1098661.0,679270.0,1585.3129175537697
2020-07-15,520924.0,56.12704622328109,54.99791034794343,56.60444524,55.46569993,46230723.11369439,51944932.39603835,0.7697328138951481,0.3619586163094821,855450.260051797,4108999.338786576,26108851106.33831,25951811929.15315,26644882052.35034,26641584708.017075,0.0228216697894888,0.0634534730393032,2409918092921661.0,2384779411814353.0,178.43128630754782,0.266533205592,36338.54369683,0.012211,0.632638487677,1111360.0,735597.0,825.6311721336984
2020-07-16,447490.0,54.70461286739477,53.60422064385229,50.62984167,49.61141411,63621953.69832126,66231265.85005076,0.844870588492982,0.3965323141854698,902845.6082757706,4058014.1243566247,25582804644.60852,25886848445.78041,26107970752.128174,26104773435.08224,0.0229449552535111,0.063454578841571,2399191600029973.0,2416896103550112.0,179.39507068446244,0.261811854081,34885.2508575,0.012085,0.632037728317,1068620.0,699613.0,929.463729025926
2020-07-17,475009.0,54.23577539628033,53.14543114816307,45.2181857,44.30912916,48645819.76739998,53670023.64931787,0.8579550591870304,0.4138541069236135,924962.2072649446,4079377.421381546,25509049384.92493,25846333197.108715,26032399059.771187,26029210801.81774,0.0229239177687472,0.0633445639326622,2350476304386252.0,2361180447237867.5,176.39966455990043,0.267659332397,35468.68562132,0.012117,0.632035802454,1078101.0,706495.0,1144.6392777268184
2020-07-18,447224.0,54.75554109077364,53.65488291985329,62.19937679,60.94908776,36057656.5786188,41098963.57685543,0.8020890537079174,0.3711476328131334,859445.6398498495,4101363.9243668607,25848016894.569668,25888055244.11328,26378254394.846992,26374974502.325115,0.0229658822188054,0.0633500320395404,2471620674088141.0,2402131610682274.0,181.4487828448269,0.261613713364,37273.32929819,0.01229,0.631843333032,1071509.0,668157.0,909.4575115924166
2020-07-19,462835.0,55.53230275821536,54.416662515535286,58.91767618,57.73402402,42014616.0149468,53510767.74517132,0.8719432777701518,0.3895553703381935,943833.257135812,4187510.130115335,26229313339.92324,25940779518.966515,26767061818.921368,26763799000.76177,0.0229899724600895,0.0633512561668005,2410767117118946.0,2424577704170782.0,181.08110270606915,0.267651078481,39012.14695396,0.012118,0.631474913166,1082448.0,668253.0,926.3309842119914
2020-07-20,478223.0,54.56502747018438,53.46895306805931,43.56198076,42.68692994,88562683.1844849,66658278.3572975,1.049839062723028,0.4864811012939782,1200700.936038838,4416321.964874778,25904124199.647465,25908208857.127598,26435139785.618675,26431904007.293,0.0231337985552331,0.0633546381776635,2386098866304654.0,2362944145208655.0,176.0879374469346,0.29028017647,38791.23865755,0.012164,0.632489761736,1143700.0,671259.0,1200.654574163674
2020-07-21,440067.0,56.212187967013655,55.08316306615683,40.57753854,39.76253644,111212341.29146115,93377122.1524326,1.166527361347648,0.5658009717020456,1306621.4648096266,4630625.410122772,26881679552.81202,26060551460.89076,27432666168.36871,27429317187.065346,0.0239944082523121,0.063354692658117,2322754333838137.0,2302394117851140.0,170.02352431956223,0.315222271274,38915.40532915,0.012117,0.632019966641,1120095.0,633195.0,1440.595976719855
2020-07-22,470998.0,59.94794839220872,58.7440366880544,34.36771048,33.6775169,120814847.08496004,105705358.86758135,1.205045482208693,0.56036644534353,1371389.960573298,4958933.970650623,28962201893.597725,26399036904.635,29555758887.696392,29552124968.34903,0.0247572324650806,0.063582166294963,2288864008765294.0,2277414665187492.5,170.2742400357223,0.337074293168,39085.81749226,0.012138,0.63212652374,1138040.0,671574.0,1682.7427611244125
2020-07-23,491363.0,61.21624018135111,59.987009128324296,20.02024346,19.61823405,192026955.36100164,166735457.829204,1.4365457488572204,0.6646655072757152,1647923.3999834496,5436929.627173831,30174541016.84072,26711157712.80419,30792866273.720684,30789027288.43718,0.0256992316112723,0.0636376144204354,2443550903302859.0,2360072901379814.5,178.13778028448468,0.353251433469,38977.43038945,0.012305,0.633218603107,1147143.0,703151.0,2767.261203411396
2020-07-24,487996.0,61.28723573173727,60.05672946709731,31.42337638,30.7924675,144317218.77340227,125345785.06311212,1.3720663808446112,0.6257314824192153,1572774.995169129,5400248.115108087,30691874777.48687,26880078224.492085,31320722610.56665,31316836278.00613,0.0247608656945005,0.0635841091128548,2512224325283251.0,2452139971627760.0,184.5684541750364,0.33864330707,40053.67471547,0.01222,0.633737829989,1146282.0,697763.0,1834.163388032855
2020-07-25,510336.0,65.8305187019362,64.50895223423525,33.53198492,32.85882075,159795542.87445146,147746022.04332212,1.5982160909345102,0.7259931403613054,1878712.6041917405,5975567.954740471,33491457750.739426,27126012624.41867,34177582482.03387,34173444578.578667,0.0286568426942471,0.0638862822753227,2358572134347303.0,2383628844056132.0,175.33053581298014,0.394464465771,43155.09992132,0.011987,0.633824928337,1175506.0,698224.0,1891.3066510804013
2020-07-26,519206.0,65.92245854386415,64.59920829478867,28.6509402,28.07583478,189872868.35933623,162400033.20548946,1.4994456101999238,0.6858431416209823,1706208.6637275687,5966017.741132312,34113980534.22313,27409624836.07257,34812771346.532646,34808491154.46768,0.0284255929023705,0.0638625887240601,2420272131449165.0,2431627905427888.0,182.58811939334777,0.378179760504,38986.61590629,0.012236,0.633868438816,1137893.0,708052.0,2303.800456060339
2020-07-27,551497.0,66.34203057062297,65.01051999179599,20.05260675,19.65014307,227520668.4162542,268601197.54036605,1.898459314421292,0.9264035118717034,2394822.892932859,6787389.596954469,35455766874.15824,27918208977.28151,36181952861.89258,36177533658.54091,0.0272446858514477,0.0639146341120256,2443757232830254.0,2450503703949243.0,182.84418488181785,0.42964314132,42467.81626319,0.01214,0.635156765431,1261456.0,782725.0,2933.432741074232
2020-07-28,596151.0,64.56052359842595,62.222329646578295,31.94749112,30.79044613,152493336.1364557,152168844.87029842,1.4023293623793975,0.6603048187368031,1714141.5030963654,6059525.679374634,34312763074.96755,27909061379.73452,35602169877.13608,35597800750.9597,0.0277384825582356,0.0638211953947182,2513824691290186.0,2511147459232088.0,188.27354390273237,0.372507988181,40420.38928351,0.012205,0.634988317908,1222353.0,810051.0,1800.5853645399682
2020-07-29,523675.0,63.9479803956686,61.62348557406917,30.75824946,29.64019396,123695357.25605468,124353511.30086751,1.535058171906691,0.707904785072201,1786578.9884339042,6124174.618326183,34313341781.100883,27893853607.840355,35607672741.755,35603316650.77603,0.0278056994921474,0.0637930078149605,2527325002977202.0,2533983749178492.5,190.9668062283111,0.371172624578,40068.53055897,0.012182,0.634782847381,1163851.0,762628.0,1992.111647221122
2020-07-30,521352.0,66.44516820676816,64.02714419607133,32.68587014,31.49638984,148352400.36186957,147461315.9299166,1.517751310638703,0.7132278944948257,1767389.5284634295,6295807.406032084,36251576090.30554,28229685212.98661,37620638891.91242,37616080625.564606,0.0286159811678898,0.0638991391258731,2429060696520246.0,2495871727286801.0,184.50159745671417,0.394945855635,40033.78515503,0.012037,0.634360092185,1164479.0,742680.0,2015.8000859865117
2020-07-31,550668.0,67.07866340980158,64.63848331234851,29.58881345,28.51243491,159788448.22351998,152547289.0501842,1.6823576018845918,0.8243224129095801,2050521.3747676644,6777565.896923212,37358978500.81262,28476068459.497906,38769324646.44138,38764530172.38144,0.0287167838009057,0.0639076425984156,2431257123192918.0,2394725595605838.5,179.70081675877327,0.436525838601,41293.51906158,0.012193,0.63562411481,1218838.0,759246.0,2257.1224626525445
2020-08-01,562801.0,73.66173366001388,70.98977611869564,35.29709613,34.01675236,194236312.3315211,182103730.86635187,1.5822692027846974,0.7478574808595271,1853732.80083026,7160720.338828873,41793891325.07933,29440760348.14789,43366955915.68128,43361593330.48419,0.0331961478485407,0.0644178860235627,2478994166433538.0,2438661057420387.0,183.94336474413095,0.450566443321,39194.48580635,0.012237,0.635748891126,1171566.0,725475.0,2225.962839386632
2020-08-02,626146.0,69.51180269326404,66.99029634233288,31.09256767,29.96470011,220641568.1268988,205509099.6608297,1.940140911369437,0.8821165753073045,2184377.4901398905,7267388.490670493,40179038214.97109,29362950366.900867,41691372173.24519,41686217249.78187,0.0345371887856762,0.0644956047576264,2497070278844071.0,2515079370334243.5,188.81583798265345,0.445477951504,38262.3307123,0.012192,0.636435769584,1125886.0,729412.0,2322.568117344039
2020-08-03,575598.0,70.62890178096674,68.06700731376577,31.44919631,30.30845194,190651569.4606085,158608357.26020148,1.7164536917623952,0.8281434803431,2019910.689291414,7289384.52673874,41620780708.34384,29578576716.267693,43187296587.70036,43181956075.50196,0.0346995203900284,0.0642463995300166,2481173147396525.0,2428338119437682.5,181.99957546744525,0.463560842107,39134.65858555,0.012201,0.637834864816,1176793.0,724935.0,2365.3266143136534
2020-08-04,594577.0,70.44070575002831,67.88593550148269,33.27707214,32.07016666,155365845.6386032,163690395.37861085,1.4645641272608652,0.7074718914838266,1705057.2734705869,6996756.690821928,42184811409.92031,29754414166.999416,43772364123.66642,43767048312.83788,0.0344465025470903,0.0642017709734984,2423531524397386.0,2463090185882053.0,182.6349132236696,0.443403612094,38778.86167057,0.012089,0.637500944006,1164208.0,728719.0,2298.7621768574363
2020-08-05,611242.0,71.65245613330043,69.05398138984577,41.47725803,39.97308618,163045261.04886824,152369413.32112727,1.3794233373429412,0.6645973843036231,1631442.601653133,7068727.523379185,43263371552.67865,30082923506.065548,44891355573.78335,44885865772.356285,0.0336580940234199,0.0641432681102135,2405703539854987.0,2453222927579733.0,183.37181716611775,0.44616439554,39223.61158433,0.012112,0.637641420319,1182699.0,777929.0,1833.3841190209307
2020-08-06,582260.0,69.71708403288942,67.17154663892236,41.10057685,39.59989654,121705562.4157604,147898803.88868108,1.449351796437354,0.7153744746729668,1762245.1090128366,7183629.140152527,42544328653.41422,30080609293.18877,44156591358.494415,44151144253.72719,0.0338880379665608,0.0641602424570556,2505076177488077.0,2452907616640558.0,184.961165624418,0.44952060887,40070.70084421,0.012278,0.63769778447,1215885.0,766577.0,1819.5452860007315
2020-08-07,529429.0,66.28325442271952,63.86180399323525,35.8347202,34.52561129,172620561.54046634,178624546.75227413,1.7307831846082051,0.8686852529786475,2162951.091890626,7346802.185108466,41072829286.98824,29943165078.854004,42630189303.43324,42624978508.1502,0.0350413200528221,0.0642116320207857,2548063640222889.0,2517385816455323.0,188.87751163014832,0.45019881914,41243.89480179,0.01216,0.637946630119,1249695.0,726204.0,2124.707699903909
2020-08-08,532607.0,68.22237000021937,65.72984444362156,58.41217486,56.27806784,89520129.73209973,108224985.32480755,1.7092680293606386,0.8384689888689986,2021048.7735248087,7340815.181645354,42376966950.60398,30115481455.891605,43983933679.79014,43978548352.26044,0.0345039229837433,0.0642249177847941,2514342144845176.0,2543810968810938.5,190.13862682369972,0.446848386863,40881.54591916,0.012095,0.637822899574,1182406.0,763925.0,1362.524175911152
2020-08-09,493476.0,67.21815474947428,64.76135859915483,51.3682152,49.49072788,108385241.39470357,123302873.22845876,1.9259622178552824,0.9401493641319268,2367298.386040857,7687845.654712504,42038335197.892586,30115199134.815285,43633107486.70879,43627708044.53012,0.0346228710203616,0.0640956456511846,2542491217078668.0,2592107455956342.0,195.9098647921996,0.454186904636,42760.70260337,0.012194,0.637906405051,1229151.0,747733.0,1524.6595007161427
2020-08-10,500790.0,66.9578779436508,64.51112380285231,27.18862363,26.19510532,148305973.28831515,196822682.75943395,2.8605116217677318,1.4116060331589708,3690002.781848076,9069106.493253555,42716239868.48657,30476390879.89693,44336365679.60971,44330962245.7691,0.0343458408406624,0.0635478725045115,2562342757735857.0,2573426338302048.5,193.06357478510407,0.543688836464,43623.48534403,0.012132,0.637104174796,1289980.0,760897.0,2906.1734972733925
2020-08-11,473147.0,63.29238543636824,60.97936365839375,31.16268162,30.02384065,146397295.94196513,160621744.5169374,3.016231547205944,1.5373662360626448,3783090.320694473,8946823.702230493,40960547292.72317,30316174308.77959,42514230903.73248,42509009794.03726,0.0359667787053336,0.0636331433595504,2578544961880965.0,2534224749941363.5,189.73166461606172,0.545777113519,42282.27906617,0.012146,0.636227506805,1254244.0,738296.0,2391.4997457577406
2020-08-12,440096.0,63.10107715457391,60.79507156388594,22.19710143,21.38591654,142353421.9341751,215677335.8048744,5.592555879452508,2.9272938011221488,6874447.982809084,12182249.241282267,41840489347.59293,30447841925.16289,43427532505.38049,43422196401.43864,0.035709259344656,0.0634949313811696,2626672511448208.0,2562045580658106.0,193.05400092378724,0.73035655533,42489.74258491,0.012222,0.636225957262,1229214.0,656778.0,3893.51531141417
2020-08-13,486979.0,67.41401954107864,64.94893915335487,23.45116179,22.59363988,292766926.60604966,249286512.16695416,7.119147108650998,3.602605956784254,8608038.415810341,14382284.37677005,45907015955.44284,31094804871.724262,47649376741.71351,47643532257.61292,0.0382750740956124,0.0636128509937181,2621210350637534.0,2583444541516727.0,193.71423309695643,0.859315405326,40820.08535268,0.012118,0.63593899953,1209139.0,660816.0,4000.271907840644
2020-08-14,520788.0,67.35702536434738,64.88690202270219,21.35592642,20.57275982,331959186.7043752,242461152.8436545,5.979858500087499,3.016632342503427,7185075.061346133,13163291.007424746,47342431620.47841,31634032188.325478,49144669695.50733,49138658883.6942,0.0379499692201656,0.0636337572876645,2697800654556451.0,2676094574784389.0,201.4474582097384,0.756291027608,41347.74846248,0.012165,0.63848934106,1201546.0,712854.0,4129.791751580447
2020-08-15,600612.0,65.56038854437287,63.15566029547124,38.85963318,37.43427772,151723105.5994119,137700503.60907984,3.555939509677717,1.7007381722162354,3939387.1348308,9817032.009190977,46756845846.1361,32012071471.24286,48537169375.48736,48531291852.07668,0.0376833147723637,0.063629889515957,2647912768188931.0,2729266699180432.5,204.619147332941,0.555290436613,37635.15459459,0.01211,0.638316130291,1107833.0,691793.0,2412.903284880358
2020-08-16,549697.0,65.01082963652875,62.62547994498486,44.60936184,42.97257412,144373279.30575472,136882753.993665,2.963230912755121,1.4455838980557,3414735.4437022493,9309445.809970897,46797606167.024254,32061167858.005463,48580086006.43733,48574110268.59119,0.0376079943657075,0.0634762955746614,2661971051701296.0,2656590309453150.0,200.01694012482824,0.538695449125,39414.59262106,0.012134,0.639118179764,1152369.0,680743.0,2062.631168471189
2020-08-17,526760.0,63.94838634267129,61.60214320769404,33.33223194,32.10928442,185469432.8207058,207867949.11431855,3.154866955150282,1.594803967473386,3728977.024183422,9533786.847615989,46792730455.87034,32261582273.36272,48574926932.84639,48569085317.76444,0.0377786826199725,0.0631563661829638,2482049049602075.0,2581957215398729.0,191.2129140983997,0.577077943198,40567.50593936,0.01195,0.638864364394,1181976.0,684272.0,2668.708104687198
2020-08-18,467068.0,61.56208817950367,59.30184850694703,32.86626519,31.65958688,162451234.44802713,178839729.7343674,3.543769428429182,1.8704027497924631,4356199.832513202,10177238.357848318,45770662285.61976,32169814324.43173,47515172268.72815,47509323487.58529,0.0385561804662986,0.0631773381035208,2597218833133827.0,2477494953102992.5,188.1648998223476,0.62600469447,41972.99557994,0.012251,0.639408984367,1229256.0,704747.0,2635.4173984271747
2020-08-19,474989.0,58.28373462759122,56.14459124410655,30.86075093,29.72809237,153758820.93912286,172061561.96877864,3.598169317239835,1.850793611055026,4378579.858627903,9937951.490682071,43996249648.56125,32032352668.13549,45672533761.5699,45666945539.44811,0.0396235927253729,0.0632280686239077,2665124045785348.0,2599290832333313.0,195.77432455615343,0.587526413172,41020.73613032,0.012172,0.639320589959,1216891.0,685864.0,2923.0572690009285
2020-08-20,467326.0,58.762179626851584,56.60663852652322,32.31866077,31.1331329,142482260.6920825,185351065.1813292,3.207581100505917,1.6433936412519008,3794549.196413663,9473789.60786764,45016951757.54096,32240621944.43671,46731165712.84255,46725405730.84063,0.0394759635697402,0.0632317052712009,2755033284012220.0,2658943276749892.5,201.16589763878875,0.545074209748,40494.27961433,0.012153,0.639033029525,1182994.0,680516.0,2726.83655189802
2020-08-21,492967.0,53.87245713860751,51.896757742500384,30.04495905,28.94310087,166863881.15286028,176599118.3557973,3.864718601713305,1.9907884608160076,4856992.832145952,10121867.6930079,41884089662.042015,31867708208.525745,43478608746.690445,43473343206.07392,0.0412442819596486,0.0633790846200167,2769459723606828.0,2728688407264617.0,205.03079058290996,0.571383674197,43295.73651772,0.012109,0.639193179779,1256752.0,686518.0,2732.026795892604
2020-08-22,555166.0,54.52215668082479,52.52276374050946,43.27508524,41.68813591,134451949.40696335,117876581.1665284,2.8686924123680035,1.4051410674364615,3162673.142097938,8506650.865979586,42827304088.6022,31917118743.546577,44457618324.740654,44452200843.192696,0.0409443136984686,0.0633211664065283,2697113052515211.0,2705914605775069.0,202.28237805482556,0.486728543494,38709.33488228,0.01202,0.639096118321,1102479.0,684159.0,2013.1666598147983
2020-08-23,582203.0,53.60613812009383,51.63892631674858,53.76718531,51.79406348,71236798.21092145,77437183.0147735,2.2854712638300474,1.0370933867324974,2565496.34496051,7951738.352260019,42402435482.83679,31902062845.730904,44017778355.39701,44012367138.78996,0.0411314392548977,0.0631463211059624,2819540955462696.0,2729429715947228.0,207.74954641498417,0.443004619239,37975.09335563,0.012237,0.638885968385,1122524.0,655547.0,1792.5138057098593
2020-08-24,489798.0,55.2160036619056,53.189861507853344,34.23314242,32.9769629,164069236.80982265,161718283.0548326,2.7208026739860114,1.3213668242293486,3162067.8932601875,8713644.808704268,44230220457.67015,32162096739.689552,45915066246.168365,45909467108.63925,0.0390306417577707,0.0627771549781048,2820744032961078.0,2726633820925522.0,205.6877789742228,0.490317757205,39425.81476366,0.012091,0.638774152262,1162182.0,683721.0,2672.0330199474406
2020-08-25,509157.0,51.222599530520114,49.34206690886717,36.37613345,35.04065836,155560487.7074369,187899680.5152641,2.822361694071424,1.4207577264699798,3212409.257831601,8372495.483402177,41509219942.24405,31846159000.89401,43091225867.22749,43086001083.44212,0.0412127034857424,0.0629748483398938,2707087983419937.0,2759997186292724.5,205.30595095813413,0.47199743825,38421.94988327,0.011975,0.638620804585,1138199.0,664277.0,2361.760936925752
2020-08-26,516867.0,51.04108642491758,49.16739491276999,34.16976896,32.91541467,155241027.039017,149148587.42492422,2.380024351575502,1.1626263812953288,2775627.239246672,8090052.05838411,41810855861.25345,31851841747.51983,43404201326.91915,43398854775.01151,0.0407825813931022,0.0629734066277011,2833918960106181.0,2736414288730281.0,208.0350149708945,0.450091835742,38848.90744406,0.012244,0.638881411123,1166218.0,674427.0,2477.774822697885
2020-08-27,538449.0,50.24943102050878,48.40335783081829,42.82327535,41.25002568,107419393.21395044,126668528.62483552,2.4757141970478376,1.212339346233345,2813837.3392253504,8000331.875248521,41382307957.170456,31825459014.46193,42960602783.62168,42955379762.60985,0.0406860867907234,0.0629060404736035,2754778626193197.0,2725937120855204.5,204.9690658518776,0.45175809021,37974.84623672,0.012073,0.639206944462,1136576.0,708194.0,1867.9289030686864
2020-08-28,510764.0,51.256029224083335,49.37315317002396,27.27960064,26.27749206,163922015.85193732,178082084.65811095,2.511898751457314,1.2028959893663331,2843248.339561249,8227343.577035076,42761171466.31069,31986339303.741734,44391895465.650604,44386475532.71302,0.0409522117355839,0.0629402398511842,2747730456618867.0,2780535651250194.0,210.2355439104336,0.452939033154,38555.70029083,0.012129,0.639804761811,1131912.0,690056.0,3373.4269270949403
2020-08-29,453869.0,51.28752660777527,49.403549119526375,29.71924772,28.6275516,131343832.65738983,135266251.98300216,2.7760274958626048,1.4013012991114329,3139664.889601526,8591603.315297399,43343249744.18584,32116255000.80019,44996121010.33788,44990635102.98346,0.0399768541918155,0.0628213250251244,2737862364259541.0,2701461372103638.5,203.510340236621,0.488623099301,39751.58896742,0.012116,0.63950068523,1130992.0,655825.0,3509.2116491812
2020-08-30,390040.0,53.91664792443843,51.936188986085895,24.97566891,24.05826605,175978535.26438472,247141523.781695,6.222275660938716,3.080053760111953,7108421.049195155,12954881.401318653,46361613424.19615,32657776272.129696,48129499622.5268,48123612336.11501,0.041307453976156,0.0629521953960535,2770004838219945.0,2744792701462875.5,207.55357289073808,0.722419541477,41266.22860205,0.012147,0.638686355249,1142415.0,676742.0,4161.813413704958
2020-08-31,412302.0,53.6090141926929,51.64002961816605,17.12469201,16.49572588,266525174.76062143,341672902.36831135,6.667412140148008,3.504590963220308,8239961.2978794,14252590.03711108,47222298427.375626,33038668782.303726,49022839168.05129,49016753889.10612,0.0363507974950965,0.0629608955634375,2905686165874241.0,2734388400222548.0,208.64035593733288,0.790645376806,41082.17020631,0.012265,0.638840229578,1235856.0,742112.0,5460.44113944491
